#item,id,metadata
lbluesglass,STAINED_GLASS,3
lbluestainedglass,STAINED_GLASS,3
lightblueglass,STAINED_GLASS,3
lightbluesglass,STAINED_GLASS,3
lightbluestainedglass,STAINED_GLASS,3
lblueglass,STAINED_GLASS,3
lbluesglass,STAINED_GLASS,3
lbluestainedglass,STAINED_GLASS,3
lbglass,STAINED_GLASS,3
lbsglass,STAINED_GLASS,3
lbstainedglass,STAINED_GLASS,3
yellowglass,STAINED_GLASS,4
yellowsglass,STAINED_GLASS,4
yellowstainedglass,STAINED_GLASS,4
yglass,STAINED_GLASS,4
ysglass,STAINED_GLASS,4
ystainedglass,STAINED_GLASS,4
lightgreenglass,STAINED_GLASS,5
lightgreensglass,STAINED_GLASS,5
lightgreenstainedglass,STAINED_GLASS,5
lgreenglass,STAINED_GLASS,5
lgreensglass,STAINED_GLASS,5
lgreenstainedglass,STAINED_GLASS,5
lightgreglass,STAINED_GLASS,5
lightgresglass,STAINED_GLASS,5
lightgrestainedglass,STAINED_GLASS,5
lgreglass,STAINED_GLASS,5
lgresglass,STAINED_GLASS,5
lgrestainedglass,STAINED_GLASS,5
limeglass,STAINED_GLASS,5
limesglass,STAINED_GLASS,5
limestainedglass,STAINED_GLASS,5
lglass,STAINED_GLASS,5
lsglass,STAINED_GLASS,5
lstainedglass,STAINED_GLASS,5
pinkglass,STAINED_GLASS,6
pinksglass,STAINED_GLASS,6
pinkstainedglass,STAINED_GLASS,6
piglass,STAINED_GLASS,6
pisglass,STAINED_GLASS,6
pistainedglass,STAINED_GLASS,6
gyglass,STAINED_GLASS,7
darkgrayglass,STAINED_GLASS,7
darkgraysglass,STAINED_GLASS,7
darkgraystainedglass,STAINED_GLASS,7
dgrayglass,STAINED_GLASS,7
dgraysglass,STAINED_GLASS,7
dgraystainedglass,STAINED_GLASS,7
darkgreyglass,STAINED_GLASS,7
darkgreysglass,STAINED_GLASS,7
darkgreystainedglass,STAINED_GLASS,7
dgreyglass,STAINED_GLASS,7
dgreysglass,STAINED_GLASS,7
dgreystainedglass,STAINED_GLASS,7
darkgraglass,STAINED_GLASS,7
darkgrasglass,STAINED_GLASS,7
darkgrastainedglass,STAINED_GLASS,7
dgraglass,STAINED_GLASS,7
dgrasglass,STAINED_GLASS,7
dgrastainedglass,STAINED_GLASS,7
grayglass,STAINED_GLASS,7
graysglass,STAINED_GLASS,7
graystainedglass,STAINED_GLASS,7
greyglass,STAINED_GLASS,7
greysglass,STAINED_GLASS,7
greystainedglass,STAINED_GLASS,7
graglass,STAINED_GLASS,7
grasglass,STAINED_GLASS,7
grastainedglass,STAINED_GLASS,7
lgglass,STAINED_GLASS,8
lightgrayglass,STAINED_GLASS,8
lightgraysglass,STAINED_GLASS,8
lightgraystainedglass,STAINED_GLASS,8
lgrayglass,STAINED_GLASS,8
lgraysglass,STAINED_GLASS,8
lgraystainedglass,STAINED_GLASS,8
lightgreyglass,STAINED_GLASS,8
lightgreysglass,STAINED_GLASS,8
lightgreystainedglass,STAINED_GLASS,8
lgreyglass,STAINED_GLASS,8
lgreysglass,STAINED_GLASS,8
lgreystainedglass,STAINED_GLASS,8
lightgraglass,STAINED_GLASS,8
lightgrasglass,STAINED_GLASS,8
lightgrastainedglass,STAINED_GLASS,8
lgraglass,STAINED_GLASS,8
lgrasglass,STAINED_GLASS,8
lgrastainedglass,STAINED_GLASS,8
silverglass,STAINED_GLASS,8
silversglass,STAINED_GLASS,8
silverstainedglass,STAINED_GLASS,8
siglass,STAINED_GLASS,8
siasglass,STAINED_GLASS,8
siastainedglass,STAINED_GLASS,8
cyanglass,STAINED_GLASS,9
cyansglass,STAINED_GLASS,9
cyanstainedglass,STAINED_GLASS,9
cglass,STAINED_GLASS,9
csglass,STAINED_GLASS,9
cstainedglass,STAINED_GLASS,9
purpleglass,STAINED_GLASS,10
purplesglass,STAINED_GLASS,10
purplestainedglass,STAINED_GLASS,10
puglass,STAINED_GLASS,10
pusglass,STAINED_GLASS,10
pustainedglass,STAINED_GLASS,10
blglass,STAINED_GLASS,11
blueglass,STAINED_GLASS,11
bluesglass,STAINED_GLASS,11
bluestainedglass,STAINED_GLASS,11
blueglass,STAINED_GLASS,11
bluesglass,STAINED_GLASS,11
bluestainedglass,STAINED_GLASS,11
brglass,STAINED_GLASS,12
brownglass,STAINED_GLASS,12
brownsglass,STAINED_GLASS,12
brownstainedglass,STAINED_GLASS,12
broglass,STAINED_GLASS,12
brosglass,STAINED_GLASS,12
brostainedglass,STAINED_GLASS,12
grglass,STAINED_GLASS,13
darkgreenglass,STAINED_GLASS,13
darkgreensglass,STAINED_GLASS,13
darkgreenstainedglass,STAINED_GLASS,13
dgreenglass,STAINED_GLASS,13
dgreensglass,STAINED_GLASS,13
dgreenstainedglass,STAINED_GLASS,13
greenglass,STAINED_GLASS,13
greensglass,STAINED_GLASS,13
greenstainedglass,STAINED_GLASS,13
darkgreglass,STAINED_GLASS,13
darkgresglass,STAINED_GLASS,13
darkgrestainedglass,STAINED_GLASS,13
dgreglass,STAINED_GLASS,13
dgresglass,STAINED_GLASS,13
dgrestainedglass,STAINED_GLASS,13
greglass,STAINED_GLASS,13
gresglass,STAINED_GLASS,13
grestainedglass,STAINED_GLASS,13
redglass,STAINED_GLASS,14
redsglass,STAINED_GLASS,14
redstainedglass,STAINED_GLASS,14
rglass,STAINED_GLASS,14
rsglass,STAINED_GLASS,14
rstainedglass,STAINED_GLASS,14
bkglass,STAINED_GLASS,15
blackglass,STAINED_GLASS,15
blacksglass,STAINED_GLASS,15
blackstainedglass,STAINED_GLASS,15
blaglass,STAINED_GLASS,15
blasglass,STAINED_GLASS,15
blastainedglass,STAINED_GLASS,15
trapdoor,TRAP_DOOR,0
doortrap,TRAP_DOOR,0
hatch,TRAP_DOOR,0
tdoor,TRAP_DOOR,0
doort,TRAP_DOOR,0
trapd,TRAP_DOOR,0
dtrap,TRAP_DOOR,0
silverfish,MONSTER_EGGS,0
silverfishsmoothstone,MONSTER_EGGS,0
silverfishsstone,MONSTER_EGGS,0
sfishsmoothstone,MONSTER_EGGS,0
sfishsstone,MONSTER_EGGS,0
fishsmoothstone,MONSTER_EGGS,0
fishsstone,MONSTER_EGGS,0
sfsmoothstone,MONSTER_EGGS,0
sfsstone,MONSTER_EGGS,0
trapsmoothstone,MONSTER_EGGS,0
trapsstone,MONSTER_EGGS,0
monsteregg,MONSTER_EGGS,0
monstereggsmoothstone,MONSTER_EGGS,0
monstereggsstone,MONSTER_EGGS,0
meggsmoothstone,MONSTER_EGGS,0
meggsstone,MONSTER_EGGS,0
mesmoothstone,MONSTER_EGGS,0
messtone,MONSTER_EGGS,0
silverfishcobblestone,MONSTER_EGGS,1
silverfishcstone,MONSTER_EGGS,1
sfishcobblestone,MONSTER_EGGS,1
sfishcstone,MONSTER_EGGS,1
fishcobblestone,MONSTER_EGGS,1
fishcstone,MONSTER_EGGS,1
sfcobblestone,MONSTER_EGGS,1
sfcstone,MONSTER_EGGS,1
trapcobblestone,MONSTER_EGGS,1
trapcstone,MONSTER_EGGS,1
monstereggcobblestone,MONSTER_EGGS,1
monstereggcstone,MONSTER_EGGS,1
meggcobblestone,MONSTER_EGGS,1
meggcstone,MONSTER_EGGS,1
mecobblestone,MONSTER_EGGS,1
mecstone,MONSTER_EGGS,1
silverfishstonebrick,MONSTER_EGGS,2
silverfishsbrick,MONSTER_EGGS,2
sfishstonebrick,MONSTER_EGGS,2
sfishsbrick,MONSTER_EGGS,2
fishstonebrick,MONSTER_EGGS,2
fishsbrick,MONSTER_EGGS,2
sfstonebrick,MONSTER_EGGS,2
sfsbrick,MONSTER_EGGS,2
trapstonebrick,MONSTER_EGGS,2
trapsbrick,MONSTER_EGGS,2
monstereggstonebrick,MONSTER_EGGS,2
monstereggsbrick,MONSTER_EGGS,2
meggstonebrick,MONSTER_EGGS,2
meggsbrick,MONSTER_EGGS,2
mestonebrick,MONSTER_EGGS,2
mesbrick,MONSTER_EGGS,2
silverfishmossystonebrick,MONSTER_EGGS,3
silverfishmossstonebrick,MONSTER_EGGS,3
silverfishmstonebrick,MONSTER_EGGS,3
silverfishmsbrick,MONSTER_EGGS,3
sfishmossystonebrick,MONSTER_EGGS,3
sfishmossstonebrick,MONSTER_EGGS,3
sfishmstonebrick,MONSTER_EGGS,3
sfishmsbrick,MONSTER_EGGS,3
fishmossystonebrick,MONSTER_EGGS,3
fishmossstonebrick,MONSTER_EGGS,3
fishmstonebrick,MONSTER_EGGS,3
fishmsbrick,MONSTER_EGGS,3
sfmossystonebrick,MONSTER_EGGS,3
sfmossstonebrick,MONSTER_EGGS,3
sfmstonebrick,MONSTER_EGGS,3
sfmsbrick,MONSTER_EGGS,3
trapmossystonebrick,MONSTER_EGGS,3
trapmossstonebrick,MONSTER_EGGS,3
trapmstonebrick,MONSTER_EGGS,3
trapmsbrick,MONSTER_EGGS,3
monstereggmossystonebrick,MONSTER_EGGS,3
monstereggmossstonebrick,MONSTER_EGGS,3
monstereggmstonebrick,MONSTER_EGGS,3
monstereggmsbrick,MONSTER_EGGS,3
meggmossystonebrick,MONSTER_EGGS,3
meggmossstonebrick,MONSTER_EGGS,3
meggmstonebrick,MONSTER_EGGS,3
meggmsbrick,MONSTER_EGGS,3
memossystonebrick,MONSTER_EGGS,3
memossstonebrick,MONSTER_EGGS,3
memstonebrick,MONSTER_EGGS,3
memsbrick,MONSTER_EGGS,3
silverfishcrackedstonebrick,MONSTER_EGGS,4
silverfishcrackstonebrick,MONSTER_EGGS,4
silverfishcrstonebrick,MONSTER_EGGS,4
silverfishcrsbrick,MONSTER_EGGS,4
sfishcrackedstonebrick,MONSTER_EGGS,4
sfishcrackstonebrick,MONSTER_EGGS,4
sfishcrstonebrick,MONSTER_EGGS,4
sfishcrsbrick,MONSTER_EGGS,4
fishcrackedstonebrick,MONSTER_EGGS,4
fishcrackstonebrick,MONSTER_EGGS,4
fishcrstonebrick,MONSTER_EGGS,4
fishcrsbrick,MONSTER_EGGS,4
sfcrackedstonebrick,MONSTER_EGGS,4
sfcrackstonebrick,MONSTER_EGGS,4
sfcrstonebrick,MONSTER_EGGS,4
sfcrsbrick,MONSTER_EGGS,4
trapcrackedstonebrick,MONSTER_EGGS,4
trapcrackstonebrick,MONSTER_EGGS,4
trapcrstonebrick,MONSTER_EGGS,4
trapcrsbrick,MONSTER_EGGS,4
monstereggcrackedstonebrick,MONSTER_EGGS,4
monstereggcrackstonebrick,MONSTER_EGGS,4
monstereggcrstonebrick,MONSTER_EGGS,4
monstereggcrsbrick,MONSTER_EGGS,4
meggcrackedstonebrick,MONSTER_EGGS,4
meggcrackstonebrick,MONSTER_EGGS,4
meggcrstonebrick,MONSTER_EGGS,4
meggcrsbrick,MONSTER_EGGS,4
mecrackedstonebrick,MONSTER_EGGS,4
mecrackstonebrick,MONSTER_EGGS,4
mecrstonebrick,MONSTER_EGGS,4
mecrsbrick,MONSTER_EGGS,4
silverfishcirclestonebrick,MONSTER_EGGS,5
silverfishcistonebrick,MONSTER_EGGS,5
silverfishcisbrick,MONSTER_EGGS,5
sfishcirclestonebrick,MONSTER_EGGS,5
sfishcistonebrick,MONSTER_EGGS,5
sfishcisbrick,MONSTER_EGGS,5
fishcirclestonebrick,MONSTER_EGGS,5
fishcistonebrick,MONSTER_EGGS,5
fishcisbrick,MONSTER_EGGS,5
sfcirclestonebrick,MONSTER_EGGS,5
sfcistonebrick,MONSTER_EGGS,5
sfcisbrick,MONSTER_EGGS,5
trapcirclestonebrick,MONSTER_EGGS,5
trapcistonebrick,MONSTER_EGGS,5
trapcisbrick,MONSTER_EGGS,5
monstereggcirclestonebrick,MONSTER_EGGS,5
monstereggcistonebrick,MONSTER_EGGS,5
monstereggcisbrick,MONSTER_EGGS,5
meggcirclestonebrick,MONSTER_EGGS,5
meggcistonebrick,MONSTER_EGGS,5
meggcisbrick,MONSTER_EGGS,5
mecirclestonebrick,MONSTER_EGGS,5
mecistonebrick,MONSTER_EGGS,5
mecisbrick,MONSTER_EGGS,5
stonebrick,SMOOTH_BRICK,0
stonebricks,SMOOTH_BRICK,0
stonebrickblock,SMOOTH_BRICK,0
stonebb,SMOOTH_BRICK,0
sbrick,SMOOTH_BRICK,0
mossystonebrick,SMOOTH_BRICK,1
mossystonebricks,SMOOTH_BRICK,1
mossystonebrickblock,SMOOTH_BRICK,1
mossystonebb,SMOOTH_BRICK,1
mossstonebrick,SMOOTH_BRICK,1
mossstonebricks,SMOOTH_BRICK,1
mossstonebrickblock,SMOOTH_BRICK,1
mossstonebb,SMOOTH_BRICK,1
mstonebrick,SMOOTH_BRICK,1
mstonebricks,SMOOTH_BRICK,1
mstonebrickblock,SMOOTH_BRICK,1
mstonebb,SMOOTH_BRICK,1
mosssbrick,SMOOTH_BRICK,1
mosssbricks,SMOOTH_BRICK,1
mosssbrickblock,SMOOTH_BRICK,1
mosssbb,SMOOTH_BRICK,1
msbrick,SMOOTH_BRICK,1
msbricks,SMOOTH_BRICK,1
msbrickblock,SMOOTH_BRICK,1
csbrick,SMOOTH_BRICK,2
crackedstone,SMOOTH_BRICK,2
crackedstonebrick,SMOOTH_BRICK,2
crackedstonebricks,SMOOTH_BRICK,2
crackedstonebrickblock,SMOOTH_BRICK,2
crackedstonebb,SMOOTH_BRICK,2
crackstonebrick,SMOOTH_BRICK,2
crackstonebricks,SMOOTH_BRICK,2
crackstonebrickblock,SMOOTH_BRICK,2
crackstonebb,SMOOTH_BRICK,2
crstonebrick,SMOOTH_BRICK,2
crstonebricks,SMOOTH_BRICK,2
crstonebrickblock,SMOOTH_BRICK,2
crstonebb,SMOOTH_BRICK,2
cracksbrick,SMOOTH_BRICK,2
cracksbricks,SMOOTH_BRICK,2
cracksbrickblock,SMOOTH_BRICK,2
cracksbb,SMOOTH_BRICK,2
crsbrick,SMOOTH_BRICK,2
crsbricks,SMOOTH_BRICK,2
crsbrickblock,SMOOTH_BRICK,2
crstone,SMOOTH_BRICK,3
circlestone,SMOOTH_BRICK,3
circlestonebrick,SMOOTH_BRICK,3
circlestonebricks,SMOOTH_BRICK,3
circlestonebrickblock,SMOOTH_BRICK,3
circlestonebb,SMOOTH_BRICK,3
cistonebrick,SMOOTH_BRICK,3
cistonebricks,SMOOTH_BRICK,3
cistonebrickblock,SMOOTH_BRICK,3
cistonebb,SMOOTH_BRICK,3
circlesbrick,SMOOTH_BRICK,3
circlesbricks,SMOOTH_BRICK,3
circlesbrickblock,SMOOTH_BRICK,3
circlesbb,SMOOTH_BRICK,3
cisbrick,SMOOTH_BRICK,3
cisbricks,SMOOTH_BRICK,3
cisbrickblock,SMOOTH_BRICK,3
giantbrownmushroom,HUGE_MUSHROOM_1,0
hugebrownmushroom,HUGE_MUSHROOM_1,0
bigbrownmushroom,HUGE_MUSHROOM_1,0
gbrownmushroom,HUGE_MUSHROOM_1,0
hbrownmushroom,HUGE_MUSHROOM_1,0
bbrownmushroom,HUGE_MUSHROOM_1,0
giantbmushroom,HUGE_MUSHROOM_1,0
hugebmushroom,HUGE_MUSHROOM_1,0
bigbmushroom,HUGE_MUSHROOM_1,0
gbmushroom,HUGE_MUSHROOM_1,0
hbmushroom,HUGE_MUSHROOM_1,0
bbmushroom,HUGE_MUSHROOM_1,0
giantbrownmush,HUGE_MUSHROOM_1,0
hugebrownmush,HUGE_MUSHROOM_1,0
bigbrownmush,HUGE_MUSHROOM_1,0
gbrownmush,HUGE_MUSHROOM_1,0
hbrownmush,HUGE_MUSHROOM_1,0
bbrownmush,HUGE_MUSHROOM_1,0
giantbmush,HUGE_MUSHROOM_1,0
hugebmush,HUGE_MUSHROOM_1,0
bigbmush,HUGE_MUSHROOM_1,0
gbmush,HUGE_MUSHROOM_1,0
hbmush,HUGE_MUSHROOM_1,0
bbmush,HUGE_MUSHROOM_1,0
giantredmushroom,HUGE_MUSHROOM_2,0
hugeredmushroom,HUGE_MUSHROOM_2,0
bigredmushroom,HUGE_MUSHROOM_2,0
gredmushroom,HUGE_MUSHROOM_2,0
hredmushroom,HUGE_MUSHROOM_2,0
bredmushroom,HUGE_MUSHROOM_2,0
giantrmushroom,HUGE_MUSHROOM_2,0
hugermushroom,HUGE_MUSHROOM_2,0
bigrmushroom,HUGE_MUSHROOM_2,0
grmushroom,HUGE_MUSHROOM_2,0
hrmushroom,HUGE_MUSHROOM_2,0
brmushroom,HUGE_MUSHROOM_2,0
giantredmush,HUGE_MUSHROOM_2,0
hugeredmush,HUGE_MUSHROOM_2,0
bigredmush,HUGE_MUSHROOM_2,0
gredmush,HUGE_MUSHROOM_2,0
hredmush,HUGE_MUSHROOM_2,0
bredmush,HUGE_MUSHROOM_2,0
giantrmush,HUGE_MUSHROOM_2,0
hugermush,HUGE_MUSHROOM_2,0
bigrmush,HUGE_MUSHROOM_2,0
grmush,HUGE_MUSHROOM_2,0
hrmush,HUGE_MUSHROOM_2,0
brmush,HUGE_MUSHROOM_2,0
ironbars,IRON_FENCE,0
ironbarsb,IRON_FENCE,0
ironbarsblock,IRON_FENCE,0
ironfence,IRON_FENCE,0
metalbars,IRON_FENCE,0
metalbarsb,IRON_FENCE,0
metalbarsblock,IRON_FENCE,0
metalfence,IRON_FENCE,0
jailbars,IRON_FENCE,0
jailbarsb,IRON_FENCE,0
jailbarsblock,IRON_FENCE,0
jailfence,IRON_FENCE,0
mbars,IRON_FENCE,0
mbarsb,IRON_FENCE,0
mbarsblock,IRON_FENCE,0
mfence,IRON_FENCE,0
jbars,IRON_FENCE,0
jbarsb,IRON_FENCE,0
jbarsblock,IRON_FENCE,0
jfence,IRON_FENCE,0
ibars,IRON_FENCE,0
ibarsb,IRON_FENCE,0
ibarsblock,IRON_FENCE,0
ifence,IRON_FENCE,0
glasspane,THIN_GLASS,0
glassp,THIN_GLASS,0
paneglass,THIN_GLASS,0
pglass,THIN_GLASS,0
flatglass,THIN_GLASS,0
fglass,THIN_GLASS,0
skinnyglass,THIN_GLASS,0
glassflat,THIN_GLASS,0
glassf,THIN_GLASS,0
glassskinny,THIN_GLASS,0
glasss,THIN_GLASS,0
melon,MELON_BLOCK,0
watermelon,MELON_BLOCK,0
greenmelon,MELON_BLOCK,0
melongreen,MELON_BLOCK,0
melonblock,MELON_BLOCK,0
watermelonblock,MELON_BLOCK,0
greenmelonblock,MELON_BLOCK,0
vines,VINE,0
vine,VINE,0
greenvines,VINE,0
greenvine,VINE,0
gardenvines,VINE,0
gardenvine,VINE,0
vinesgreen,VINE,0
vinegreen,VINE,0
vinesgarden,VINE,0
vinegarden,VINE,0
vinesg,VINE,0
vineg,VINE,0
gvines,VINE,0
gvine,VINE,0
woodgate,FENCE_GATE,0
woodenfencegate,FENCE_GATE,0
wfencegate,FENCE_GATE,0
woodfencegate,FENCE_GATE,0
woodengate,FENCE_GATE,0
wgate,FENCE_GATE,0
gate,FENCE_GATE,0
gardengate,FENCE_GATE,0
ggate,FENCE_GATE,0
fencegate,FENCE_GATE,0
fgate,FENCE_GATE,0
brickstairs,BRICK_STAIRS,0
redbrickstairs,BRICK_STAIRS,0
redbstairs,BRICK_STAIRS,0
rbrickstairs,BRICK_STAIRS,0
bstairs,BRICK_STAIRS,0
redstairs,BRICK_STAIRS,0
brickstair,BRICK_STAIRS,0
redbrickstair,BRICK_STAIRS,0
redbstair,BRICK_STAIRS,0
rbrickstair,BRICK_STAIRS,0
bstair,BRICK_STAIRS,0
redstair,BRICK_STAIRS,0
sbstair,SMOOTH_STAIRS,0
stonebrickstairs,SMOOTH_STAIRS,0
stonebstairs,SMOOTH_STAIRS,0
sbstairs,SMOOTH_STAIRS,0
cementbrickstairs,SMOOTH_STAIRS,0
cementstairs,SMOOTH_STAIRS,0
cementbstairs,SMOOTH_STAIRS,0
cbstairs,SMOOTH_STAIRS,0
greybrickstairs,SMOOTH_STAIRS,0
greybstairs,SMOOTH_STAIRS,0
greystairs,SMOOTH_STAIRS,0
mycelium,MYCEL,0
purplegrass,MYCEL,0
pinkgrass,MYCEL,0
mycel,MYCEL,0
swampgrass,MYCEL,0
sgrass,MYCEL,0
mushroomgrass,MYCEL,0
mushgrass,MYCEL,0
lilypad,WATER_LILY,0
waterlily,WATER_LILY,0
lily,WATER_LILY,0
swamppad,WATER_LILY,0
lpad,WATER_LILY,0
wlily,WATER_LILY,0
netherbrickblock,NETHER_BRICK,0
hellbrickblock,NETHER_BRICK,0
deathbrickblock,NETHER_BRICK,0
nbrickblock,NETHER_BRICK,0
hbrickblock,NETHER_BRICK,0
dbrickblock,NETHER_BRICK,0
netherbblock,NETHER_BRICK,0
hellbblock,NETHER_BRICK,0
deathbblock,NETHER_BRICK,0
nbblock,NETHER_BRICK,0
hbblock,NETHER_BRICK,0
dbblock,NETHER_BRICK,0
netherbrickfence,NETHER_FENCE,0
hellbrickfence,NETHER_FENCE,0
nbrickfence,NETHER_FENCE,0
hbrickfence,NETHER_FENCE,0
netherbfence,NETHER_FENCE,0
hellbfence,NETHER_FENCE,0
netherfence,NETHER_FENCE,0
hellfence,NETHER_FENCE,0
nbfence,NETHER_FENCE,0
hbfence,NETHER_FENCE,0
nfence,NETHER_FENCE,0
hfence,NETHER_FENCE,0
netherbrickstairs,NETHER_BRICK_STAIRS,0
hellbrickstairs,NETHER_BRICK_STAIRS,0
nbrickstairs,NETHER_BRICK_STAIRS,0
hbrickstairs,NETHER_BRICK_STAIRS,0
netherbstairs,NETHER_BRICK_STAIRS,0
hellbstairs,NETHER_BRICK_STAIRS,0
netherstairs,NETHER_BRICK_STAIRS,0
hellstairs,NETHER_BRICK_STAIRS,0
nbstairs,NETHER_BRICK_STAIRS,0
hbstairs,NETHER_BRICK_STAIRS,0
nstairs,NETHER_BRICK_STAIRS,0
hstairs,NETHER_BRICK_STAIRS,0
netherbrickstair,NETHER_BRICK_STAIRS,0
hellbrickstair,NETHER_BRICK_STAIRS,0
nbrickstair,NETHER_BRICK_STAIRS,0
hbrickstair,NETHER_BRICK_STAIRS,0
netherbstair,NETHER_BRICK_STAIRS,0
hellbstair,NETHER_BRICK_STAIRS,0
netherstair,NETHER_BRICK_STAIRS,0
hellstair,NETHER_BRICK_STAIRS,0
nbstair,NETHER_BRICK_STAIRS,0
hbstair,NETHER_BRICK_STAIRS,0
nstair,NETHER_BRICK_STAIRS,0
hstair,NETHER_BRICK_STAIRS,0
enchantmenttable,ENCHANTMENT_TABLE,0
enchantingtable,ENCHANTMENT_TABLE,0
enchanttable,ENCHANTMENT_TABLE,0
etable,ENCHANTMENT_TABLE,0
magicaltable,ENCHANTMENT_TABLE,0
magictable,ENCHANTMENT_TABLE,0
mtable,ENCHANTMENT_TABLE,0
enchantmentdesk,ENCHANTMENT_TABLE,0
enchantingdesk,ENCHANTMENT_TABLE,0
enchantdesk,ENCHANTMENT_TABLE,0
edesk,ENCHANTMENT_TABLE,0
magicaldesk,ENCHANTMENT_TABLE,0
magicdesk,ENCHANTMENT_TABLE,0
mdesk,ENCHANTMENT_TABLE,0
booktable,ENCHANTMENT_TABLE,0
bookdesk,ENCHANTMENT_TABLE,0
btable,ENCHANTMENT_TABLE,0
bdesk,ENCHANTMENT_TABLE,0
enderportal,ENDER_PORTAL,0
endergoo,ENDER_PORTAL,0
endgoo,ENDER_PORTAL,0
endportal,ENDER_PORTAL,0
egoo,ENDER_PORTAL,0
eportal,ENDER_PORTAL,0
enderportalframe,ENDER_PORTAL_FRAME,0
endportalframe,ENDER_PORTAL_FRAME,0
endgooframe,ENDER_PORTAL_FRAME,0
endergooframe,ENDER_PORTAL_FRAME,0
egooframe,ENDER_PORTAL_FRAME,0
eportalframe,ENDER_PORTAL_FRAME,0
enderframe,ENDER_PORTAL_FRAME,0
endframe,ENDER_PORTAL_FRAME,0
enderstone,ENDER_STONE,0
endstone,ENDER_STONE,0
endrock,ENDER_STONE,0
enderrock,ENDER_STONE,0
erock,ENDER_STONE,0
estone,ENDER_STONE,0
enderdragonegg,DRAGON_EGG,0
endegg,DRAGON_EGG,0
dragonegg,DRAGON_EGG,0
degg,DRAGON_EGG,0
bossegg,DRAGON_EGG,0
begg,DRAGON_EGG,0
redstonelamp,REDSTONE_LAMP_OFF,0
redlamp,REDSTONE_LAMP_OFF,0
rslamp,REDSTONE_LAMP_OFF,0
woodendoublestep,WOOD_DOUBLE_STEP,0
woodendstep,WOOD_DOUBLE_STEP,0
wooddoublestep,WOOD_DOUBLE_STEP,0
wooddstep,WOOD_DOUBLE_STEP,0
wdoublestep,WOOD_DOUBLE_STEP,0
wdstep,WOOD_DOUBLE_STEP,0
doublewoodenstep,WOOD_DOUBLE_STEP,0
dwoodenstep,WOOD_DOUBLE_STEP,0
doublewoodstep,WOOD_DOUBLE_STEP,0
dwoodstep,WOOD_DOUBLE_STEP,0
doublewstep,WOOD_DOUBLE_STEP,0
dwstep,WOOD_DOUBLE_STEP,0
woodendoubleslab,WOOD_DOUBLE_STEP,0
woodendslab,WOOD_DOUBLE_STEP,0
wooddoubleslab,WOOD_DOUBLE_STEP,0
wooddslab,WOOD_DOUBLE_STEP,0
wdoubleslab,WOOD_DOUBLE_STEP,0
wdslab,WOOD_DOUBLE_STEP,0
doublewoodenslab,WOOD_DOUBLE_STEP,0
dwoodenslab,WOOD_DOUBLE_STEP,0
doublewoodslab,WOOD_DOUBLE_STEP,0
dwoodslab,WOOD_DOUBLE_STEP,0
doublewslab,WOOD_DOUBLE_STEP,0
dwslab,WOOD_DOUBLE_STEP,0
woodendoublehalfblock,WOOD_DOUBLE_STEP,0
woodendhalfblock,WOOD_DOUBLE_STEP,0
wooddoublehalfblock,WOOD_DOUBLE_STEP,0
wooddhalfblock,WOOD_DOUBLE_STEP,0
wdoublehalfblock,WOOD_DOUBLE_STEP,0
wdhalfblock,WOOD_DOUBLE_STEP,0
doublewoodenhalfblock,WOOD_DOUBLE_STEP,0
dwoodenhalfblock,WOOD_DOUBLE_STEP,0
doublewoodhalfblock,WOOD_DOUBLE_STEP,0
dwoodhalfblock,WOOD_DOUBLE_STEP,0
doublewhalfblock,WOOD_DOUBLE_STEP,0
dwhalfblock,WOOD_DOUBLE_STEP,0
oakwoodendoublehalfblock,WOOD_DOUBLE_STEP,0
oakwoodendhalfblock,WOOD_DOUBLE_STEP,0
oakwooddoublehalfblock,WOOD_DOUBLE_STEP,0
oakwooddhalfblock,WOOD_DOUBLE_STEP,0
oakwdoublehalfblock,WOOD_DOUBLE_STEP,0
oakwdhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodenhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodenhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewoodhalfblock,WOOD_DOUBLE_STEP,0
oakdwoodhalfblock,WOOD_DOUBLE_STEP,0
oakdoublewhalfblock,WOOD_DOUBLE_STEP,0
oakdwhalfblock,WOOD_DOUBLE_STEP,0
oakdoublehalfblock,WOOD_DOUBLE_STEP,0
oakdhalfblock,WOOD_DOUBLE_STEP,0
odhalfblock,WOOD_DOUBLE_STEP,0
oakwoodendoublestep,WOOD_DOUBLE_STEP,0
oakwoodendstep,WOOD_DOUBLE_STEP,0
oakwooddoublestep,WOOD_DOUBLE_STEP,0
oakwooddstep,WOOD_DOUBLE_STEP,0
oakwdoublestep,WOOD_DOUBLE_STEP,0
oakwdstep,WOOD_DOUBLE_STEP,0
oakdoublewoodenstep,WOOD_DOUBLE_STEP,0
oakdwoodenstep,WOOD_DOUBLE_STEP,0
oakdoublewoodstep,WOOD_DOUBLE_STEP,0
oakdwoodstep,WOOD_DOUBLE_STEP,0
oakdoublewstep,WOOD_DOUBLE_STEP,0
oakdwstep,WOOD_DOUBLE_STEP,0
oakdoublestep,WOOD_DOUBLE_STEP,0
oakdstep,WOOD_DOUBLE_STEP,0
odstep,WOOD_DOUBLE_STEP,0
